_id,fermi_name , Counterpart_name , RA, Dec  , LII , BII , AngSep , Theta95 , Class , Redshift , SED_Class , Probability_Bayesian , Reliability_LR_RG , Reliability_LR_XG , ProbabilityLogN-logS , LR_RG , LR_XG , Flux1GeV-100 GeV , Spectral_index , Spectral_Index_Error , TS , Radio_flux , X_Flux , USNOVmag , SDSSVmag , ARO , AOX , CLEAN , IN 2FGL
582 , 2FGLJ1146.8-3812 , PKS 1144-379 , 176.75542 , -38.20317 , 289.23 , 22.94 , 0.027 , 0.083 , FSRQ , 1.048 , LSP , 1 , 1 , 0.97 , 1 , 3.784 , 3.231 , (15.9+/-1.8) e-10 , 2.312 , 0.072 , 214 , 1804 , 2.52e-12 , 16.95 , - , 0.696 , 1.187 , YES , YES
583 , 2FGLJ1147.7-0724 , PKS 1145-071 , 176.96458 , -7.41214 , 276.64 , 52.18 , 0.027 , 0.084 , FSRQ , 1.342 , LSP , 0.998 , 0.99 , 0 , 1 , 3.104 , -9.9 , (16.6+/-1.9) e-10 , 2.303 , 0.073 , 242 , 740 , 4.58e-13 , 18.25 , - , 0.739 , 1.207 , YES , YES
584 , 2FGLJ1150.1+2419 , B2 1147+24 , 177.58 , 24.29819 , 221.15 , 75.95 , 0.051 , 0.086 , BL Lac , 0.2 , LSP , 0.996 , 0.99 , 0 , 1 , 2.995 , -9.9 , (13+/-1.6) e-10 , 2.192 , 0.083 , 202 , 798 , 2.87e-13 , 16.25 , 15.55 , 0.489 , 1.792 , YES , YES
585 , 2FGLJ1150.5+4154 , RBS 1040 , 177.64417 , 41.91161 , 159.11 , 70.68 , 0.01 , 0.044 , BL Lac , 0 , HSP , 0.999 , 0.98 , 0.99 , 0.99 , 1.753 , 4.027 , (22.3+/-1.9) e-10 , 1.756 , 0.062 , 477 , 26 , 3.75e-12 , 16.82 , 16.67 , 0.288 , 1.237 , YES , YES
586 , 2FGLJ1151.5+5857 , TXS 1148+592 , 177.8525 , 58.98844 , 136.91 , 56.48 , 0.034 , 0.049 , BL Lac , 0 , ISP , 0.993 , 0.99 , 0.96 , 0.96 , 2.385 , 3.018 , (7.7+/-1.2) e-10 , 1.786 , 0.126 , 140 , 184 , 1.3e-12 , 16.71 , 15.63 , 0.354 , 1.582 , YES , YES
587 , 2FGLJ1151.5-1347 , PMN J1151-1347 , 177.875 , -13.79753 , 281.51 , 46.56 , 0.013 , 0.075 , BL Lac , 0.838 , - , 0.995 , 0.97 , 0 , 0.96 , 1.399 , -9.9 , (4.2+/-1.2) e-10 , 1.707 , 0.207 , 42 , 35 , - , 18.96 , - , 0.53 , - , YES , YES
588 , 2FGLJ1152.4-0840 , PKS B1149-084 , 178.07125 , -8.68444 , 279.06 , 51.42 , 0.041 , 0.096 , FSRQ , 2.367 , - , 0.997 , 0.99 , 0 , 1 , 2.898 , -9.9 , (11.7+/-1.7) e-10 , 2.17 , 0.112 , 114 , 697 , - , 19.67 , - , 0.844 , - , YES , YES
589 , 2FGLJ1153.2+4935 , BZQ J1152+4939 , 178.13833 , 49.66025 , 145.65 , 64.79 , 0.124 , 0.116 , FSRQ , 1.093 , ISP , 0.903 , 0.95 , 0 , 1 , 0.991 , 1.346 , (7.7+/-1.2) e-10 , 2.525 , 0.094 , 153 , 111 , 4.85e-13 , 17.34 , 16.99 , 0.496 , 1.41 , NO , NO
590 , 2FGLJ1153.2+4935 , OM 484 , 178.35208 , 49.51925 , 145.55 , 64.98 , 0.086 , 0.116 , FSRQ , 0.334 , LSP , 0.968 , 0.99 , 0.97 , 0 , 3.138 , 3.174 , (7.7+/-1.2) e-10 , 2.525 , 0.094 , 153 , 1572 , 5.84e-12 , 17.01 , 16.72 , 0.626 , 1.091 , NO , YES
591 , 2FGLJ1154.4+6019 , RX J1154.0+6022 , 178.51833 , 60.37333 , 135.36 , 55.34 , 0.075 , 0.144 , FSRQ , 1.12 , LSP , 0.939 , 0.96 , 0 , 0.99 , 1.231 , -9.9 , (43.3+/-9.6) e-11 , 2.783 , 0.129 , 68 , 97 , 2.18e-13 , 20.07 , 19.39 , 0.657 , 1.148 , YES , YES
592 , 2FGLJ1154.0-0010 , 1RXS J115404.9-001008 , 178.51792 , -0.16911 , 273.79 , 59.41 , 0.007 , 0.063 , BL Lac , 0.254 , HSP , 0.998 , 0.96 , 0.99 , 0.97 , 1.129 , 3.899 , (8.2+/-1.4) e-10 , 1.86 , 0.146 , 101 , 10 , 4.81e-12 , 18.01 , 17.44 , 0.311 , 0.965 , YES , YES
593 , 2FGLJ1154.1-3242 , PKS 1151-324 , 178.52583 , -32.71183 , 289.2 , 28.62 , 0.015 , 0.078 , AGU , -999 , - , 0.999 , 0.99 , 0 , 1 , 2.305 , -9.9 , (11.1+/-1.7) e-10 , 2.027 , 0.097 , 104 , 211 , - , 18.88 , - , - , - , YES , YES
594 , 2FGLJ1158.8+0939 , GB6 J1158+0937 , 179.72583 , 9.61953 , 265.16 , 68.54 , 0.036 , 0.147 , BL Lac , 0 , - , 0.989 , 0.94 , 0 , 0 , 0.787 , -9.9 , (6.6+/-1.3) e-10 , 2.144 , 0.136 , 56 , 34 , - , 18.37 , 17.88 , 0.434 , - , YES , YES
595 , 2FGLJ1159.0-2226 , PKS 1156-221 , 179.79708 , -22.47672 , 287.38 , 38.81 , 0.054 , 0.09 , AGU , 0.565 , - , 0.994 , 1 , 0 , 0.98 , 3.247 , -9.9 , (12.8+/-1.8) e-10 , 2.352 , 0.103 , 108 , 1178 , - , 18.85 , - , 0.722 , - , NO , YES
596 , 2FGLJ1159.3-2142 , PMN J1159-2142 , 179.83917 , -21.71247 , 287.17 , 39.55 , 0.012 , 0.07 , FSRQ , 0.617 , - , 0.999 , 0.99 , 0 , 1 , 2.683 , -9.9 , (16.3+/-1.9) e-10 , 2.331 , 0.089 , 166 , 321 , - , 19.04 , - , 0.698 , - , YES , YES
597 , 2FGLJ1159.5+2914 , Ton 599 , 179.8825 , 29.24558 , 199.42 , 78.37 , 0.004 , 0.031 , FSRQ , 0.724565 , LSP , 1 , 1 , 0.99 , 1 , 4.774 , 3.81 , (60.4+/-2.9) e-10 , 2.295 , 0.027 , 2767 , 2031 , 1.49e-12 , 17.42 , 17.7 , 0.768 , 1.135 , YES , YES
598 , 2FGLJ1200.0+0159 , GB6 J1200+0202 , 180.05167 , 2.03592 , 274.7 , 62.06 , 0.056 , 0.137 , AGU , -999 , - , 0 , 0.93 , 0 , 0 , 0.756 , -9.9 , (5.7+/-1.2) e-10 , 2.197 , 0.149 , 47 , 31 , - , 20.21 , 19.27 , - , - , YES , YES
599 , 2FGLJ1203.2+6030 , SBS 1200+608 , 180.76458 , 60.522 , 133.45 , 55.6 , 0.03 , 0.09 , BL Lac , 0.065343 , ISP , 0.994 , 0.98 , 0.95 , 0.99 , 2.084 , 2.76 , (7.8+/-1.2) e-10 , 1.993 , 0.127 , 102 , 190 , 1.33e-12 , 11.91 , 14.53 , 0.383 , 1.569 , YES , YES
600 , 2FGLJ1204.2+1144 , 1RXS J120413.0+114549 , 181.05042 , 11.76533 , 264.83 , 71.05 , 0.026 , 0.118 , BL Lac , 0.296 , HSP , 0.995 , 0.93 , 0.96 , 0 , 0.688 , 2.887 , (7.5+/-1.3) e-10 , 2.064 , 0.126 , 66 , 15 , 2.29e-12 , 17.74 , 17.19 , 0.289 , 1.187 , YES , YES
601 , 2FGLJ1204.3-0711 , 1RXS J120417.0-070959 , 181.06917 , -7.16931 , 282.83 , 53.84 , 0.031 , 0.124 , BL Lac , 0.184 , ISP , 0.997 , 0.98 , 0.95 , 0.98 , 1.769 , 2.798 , (7.6+/-1.4) e-10 , 2.129 , 0.158 , 62 , 168 , 2.16e-12 , 15.31 , - , 0.33 , 1.523 , YES , YES
602 , 2FGLJ1206.0-2638 , PKS 1203-26 , 181.3875 , -26.56908 , 290.36 , 35.17 , 0.136 , 0.175 , FSRQ , 0.786 , LSP , 0.965 , 0.99 , 0.87 , 0.93 , 2.784 , 2.038 , (7.7+/-1.5) e-10 , 2.673 , 0.106 , 86 , 1654 , 1.66e-12 , 19.37 , - , 0.865 , 0.89 , YES , YES
603 , 2FGLJ1208.8+5441 , TXS 1206+549 , 182.22583 , 54.69953 , 135.78 , 61.35 , 0.011 , 0.061 , FSRQ , 1.34407 , - , 0.999 , 0.99 , 0 , 1 , 2.755 , -9.9 , (18.4+/-1.6) e-10 , 2.475 , 0.051 , 702 , 302 , - , 19.43 , 18.39 , 0.665 , - , YES , YES
604 , 2FGLJ1209.6+4121 , B3 1206+416 , 182.345 , 41.32803 , 151.56 , 73.38 , 0.05 , 0.089 , BL Lac , 0 , LSP , 0.996 , 0.99 , 0.93 , 1 , 2.189 , 2.572 , (4.3+/-1.1) e-10 , 1.577 , 0.173 , 50 , 274 , 1.23e-12 , 17.33 , 17.07 , 0.583 , 1.355 , YES , YES
605 , 2FGLJ1209.7+1807 , MG1 J120953+1809 , 182.46583 , 18.16847 , 253.86 , 76.88 , 0.052 , 0.178 , FSRQ , 0.845 , - , 0.992 , 0.95 , 0 , 0.99 , 1.006 , -9.9 , (4.1+/-1.1) e-10 , 2.464 , 0.173 , 34 , 73 , - , 19.55 , 18.08 , 0.563 , - , YES , YES
606 , 2FGLJ1213.2-2616 , RBS 1080 , 183.34625 , -26.30283 , 292.4 , 35.78 , 0.05 , 0.111 , BL Lac , 0.278 , HSP , 0.998 , 0.9 , 0.99 , 0 , 0.389 , 3.787 , (5.5+/-1.3) e-10 , 2.411 , 0.19 , 36 , 7 , 1.06e-11 , 17.76 , - , 0.269 , 0.852 , YES , YES
607 , 2FGLJ1214.6+1309 , 4C +13.46 , 183.38375 , 13.12231 , 268.74 , 73.42 , 0.272 , 0.217 , FSRQ , 1.139 , LSP , 0 , 0.98 , 0 , 0 , 1.89 , -9.9 , (4.8+/-1.2) e-10 , 2.568 , 0.137 , 48 , 1344 , 1.62e-13 , 17.53 , 17.76 , 0.743 , 1.449 , YES , YES
608 , 2FGLJ1214.8+1653 , TXS 1212+171 , 183.76625 , 16.91053 , 261.6 , 76.76 , 0.042 , 0.103 , FSRQ , 1.132 , LSP , 0.999 , 0.99 , 0.91 , 1 , 2.216 , 2.307 , (5.4+/-1.2) e-10 , 2.177 , 0.148 , 47 , 298 , 7.97e-13 , 19.54 , 19.18 , 0.743 , 0.988 , YES , YES
609 , 2FGLJ1214.9+5004 , BZB J1215+5002 , 183.75333 , 50.03781 , 137.43 , 66.05 , 0.046 , 0.091 , BL Lac , 0 , - , 0.99 , 0.97 , 0 , 0 , 1.577 , -9.9 , (4.9+/-1.1) e-10 , 2.001 , 0.168 , 55 , 86 , - , 17.63 , 16.94 , 0.354 , - , YES , YES
610 , 2FGLJ1217.8+3006 , 1ES 1215+303 , 184.46708 , 30.11664 , 188.88 , 82.05 , 0.007 , 0.03 , BL Lac , 0.13 , HSP , 1 , 1 , 1 , 1 , 3.842 , 5.823 , (54.9+/-3) e-10 , 2.019 , 0.036 , 1151 , 572 , 4.39e-11 , 13.81 , 14.74 , 0.405 , 1.098 , YES , YES
611 , 2FGLJ1218.5-0122 , PKS 1216-010 , 184.64542 , -1.33144 , 286.09 , 60.45 , 0.052 , 0.087 , BL Lac , 0 , - , 0.988 , 0.98 , 0 , 0.98 , 2.095 , -9.9 , (15.9+/-1.9) e-10 , 2.104 , 0.081 , 187 , 244 , - , 18.98 , 16.98 , 0.514 , - , YES , YES
612 , 2FGLJ1218.8-4827 , PMN J1219-4826 , 184.75917 , -48.44108 , 297.4 , 14.08 , 0.04 , 0.144 , AGU , -999 , - , 0.978 , 0.91 , 0 , 0.93 , 1.536 , -9.9 , (6.4+/-1.5) e-10 , 2.397 , 0.152 , 34 , 65 , - , 17.53 , - , - , - , NO , YES
613 , 2FGLJ1219.8-0310 , 1RXS J121946.0-031419 , 184.94042 , -3.23928 , 287.58 , 58.68 , 0.066 , 0.127 , BL Lac , 0.299 , HSP , 0.983 , 0.93 , 0.96 , 0 , 0.736 , 2.923 , (6.2+/-1.4) e-10 , 1.857 , 0.154 , 45 , 29 , 3.34e-12 , 17.43 , 17.13 , 0.336 , 1.139 , YES , YES
614 , 2FGLJ1219.7+0201 , PKS 1217+02 , 185.05125 , 2.06153 , 284.99 , 63.83 , 0.131 , 0.171 , FSRQ , 0.241 , ISP , 0.907 , 0.99 , 0.95 , 0.92 , 2.142 , 2.717 , (3.9+/-1.1) e-10 , 2.663 , 0.191 , 30 , 673 , 4.91e-12 , - , 15.56 , 0.516 , 1.306 , YES , YES
615 , 2FGLJ1219.2+7107 , S5 1217+71 , 185.015 , 71.09206 , 126.57 , 45.81 , 0.074 , 0.154 , FSRQ , 0.451 , - , 0.991 , 0.98 , 0 , 0.94 , 1.705 , -9.9 , (36.7+/-8.8) e-11 , 2.268 , 0.161 , 37 , 252 , - , 19.85 , - , 0.783 , - , YES , YES
616 , 2FGLJ1221.3+3010 , PG 1218+304 , 185.34125 , 30.17675 , 186.37 , 82.73 , 0.006 , 0.035 , BL Lac , 0.18365 , HSP , 0.999 , 0.99 , 1 , 0.99 , 2.429 , 5.505 , (28.1+/-2.5) e-10 , 1.709 , 0.067 , 435 , 71 , 3.16e-11 , 15.46 , 15.46 , 0.27 , 1.043 , YES , YES
617 , 2FGLJ1221.4+2814 , W Comae , 185.38167 , 28.23283 , 201.75 , 83.28 , 0.009 , 0.03 , BL Lac , 0.102891 , ISP , 1 , 1 , 0.99 , 1 , 3.99 , 4.063 , (55.4+/-2.9) e-10 , 2.019 , 0.034 , 1667 , 732 , 2.29e-12 , 14.42 , 14.57 , 0.467 , 1.601 , YES , YES
618 , 2FGLJ1222.4+0413 , 4C +04.42 , 185.59375 , 4.22144 , 284.81 , 66.06 , 0.021 , 0.086 , FSRQ , 0.965552 , LSP , 0.999 , 1 , 0.96 , 1 , 3.169 , 2.939 , (13.1+/-1.5) e-10 , 2.766 , 0.066 , 352 , 800 , 1.6e-12 , 17.3 , 16.42 , 0.627 , 1.303 , YES , YES
619 , 2FGLJ1228.7-8310 , PKS 1221-82 , 186.22708 , -83.21947 , 302.09 , -20.4 , 0.123 , 0.172 , AGU , -999 , LSP , 0.994 , 0.95 , 0 , 0.98 , 2.694 , -9.9 , (4.6+/-1.3) e-10 , 2.623 , 0.161 , 29 , 791 , 1.96e-13 , 20.49 , - , 0.865 , 1.178 , NO , YES
620 , 2FGLJ1223.9+8043 , S5 1221+80 , 185.91875 , 80.66792 , 124.32 , 36.38 , 0.058 , 0.075 , BL Lac , 0 , LSP , 0.994 , 0.99 , 0.87 , 0.98 , 2.885 , 2.018 , (11.2+/-1.4) e-10 , 2.265 , 0.078 , 158 , 705 , 4.63e-13 , 19.42 , - , 0.851 , 1.015 , YES , YES
621 , 2FGLJ1224.4+2436 , MS 1221.8+2452 , 186.10125 , 24.60656 , 233.96 , 83.41 , 0.006 , 0.065 , BL Lac , 0.218 , HSP , 0.999 , 0.97 , 0.98 , 0 , 1.432 , 3.539 , (6.3+/-1.2) e-10 , 2.035 , 0.185 , 71 , 26 , 2.75e-12 , 17.92 , 16.38 , 0.291 , 1.287 , YES , YES
622 , 2FGLJ1224.9+2122 , 4C +21.35 , 186.2275 , 21.37972 , 255.08 , 81.65 , 0.001 , 0.014 , FSRQ , 0.433507 , LSP , 1 , 1 , 1 , 1 , 5.521 , 5.075 , (354+/-6.4) e-10 , 2.122 , 0.015 , 33301 , 2095 , 3.82e-12 , 16.25 , 15.86 , 0.602 , 1.282 , YES , YES
623 , 2FGLJ1225.0+4335 , B3 1222+438 , 186.21458 , 43.58908 , 139.28 , 72.68 , 0.029 , 0.181 , BL Lac , 0 , - , 0.985 , 0.98 , 0 , 0.97 , 1.957 , -9.9 , (4.4+/-1.1) e-10 , 2.516 , 0.153 , 54 , 366 , - , 19.99 , 19.29 , 0.802 , - , YES , YES
624 , 2FGLJ1226.7-1331 , PMN J1226-1328 , 186.72667 , -13.47744 , 293.82 , 48.95 , 0.068 , 0.072 , BL Lac , 0.456 , - , 0.993 , 0.98 , 0 , 0.97 , 1.697 , -9.9 , (12.5+/-1.8) e-10 , 1.968 , 0.119 , 111 , 146 , - , 20.4 , - , 0.865 , - , YES , YES
625 , 2FGLJ1226.9+4940 , 87GB 122531.6+494958 , 186.98167 , 49.54894 , 132.77 , 67.12 , 0.201 , 0.231 , FSRQ , 1.348 , LSP , 0.925 , 0.95 , 0 , 0.87 , 1.002 , -9.9 , (4.9+/-1.2) e-10 , 2.392 , 0.195 , 34 , 235 , 6.59e-14 , 19.71 , 20.08 , 0.772 , 1.238 , NO , YES
626 , 2FGLJ1228.6+4857 , TXS 1226+492 , 187.21542 , 48.96708 , 132.74 , 67.73 , 0.033 , 0.082 , FSRQ , 1.72206 , LSP , 0.992 , 0.99 , 0 , 0.99 , 2.606 , -9.9 , (7.5+/-1.3) e-10 , 2.391 , 0.131 , 85 , 387 , 1.41e-13 , 20.3 , 18.15 , 0.678 , 1.394 , YES , YES
627 , 2FGLJ1229.1+0202 , 3C 273 , 187.27667 , 2.05136 , 289.94 , 64.35 , 0.01 , 0.021 , FSRQ , 0.158 , LSP , 1 , 1 , 1 , 1 , 7.45 , 6.55 , (151+/-4.5) e-10 , 2.452 , 0.022 , 19806 , 54992 , 1.11e-10 , 13.94 , 13.24 , 0.689 , 1.148 , YES , YES
628 , 2FGLJ1230.2-5258 , PMN J1229-5303 , 187.41625 , -53.05881 , 299.61 , 9.67 , 0.124 , 0.143 , AGU , -999 , - , 0.926 , 0 , 0 , 0 , 1.105 , -9.9 , (6.5+/-1.6) e-10 , 2.206 , 0.177 , 25 , 59 , - , 17.69 , - , - , - , NO , YES
629 , 2FGLJ1230.2+2517 , ON 246 , 187.55833 , 25.30208 , 232.77 , 84.9 , 0.011 , 0.117 , BL Lac , 0.135 , ISP , 0.998 , 0.98 , 0.97 , 1 , 2.037 , 3.232 , (8.8+/-1.4) e-10 , 2.274 , 0.111 , 101 , 244 , 3.92e-12 , 15.36 , 14.24 , 0.32 , 1.592 , YES , YES
630 , 2FGLJ1230.8+1224 , M 87 , 187.70583 , 12.38931 , 283.78 , 74.48 , 0.017 , 0.063 , Radio Galaxy , 0.0036 , - , 0.998 , 1 , 0 , 1 , 7.276 , -9.9 , (17.3+/-1.8) e-10 , 2.174 , 0.069 , 295 , 138488 , 6.3e-11 , 9.35 , 9.92 , 0.424 , 1.794 , YES , YES
631 , 2FGLJ1231.6+1417 , GB6 J1231+1421 , 187.84792 , 14.35656 , 281.83 , 76.39 , 0.094 , 0.123 , BL Lac , 0.256 , HSP , 0.989 , 0.94 , 0 , 0 , 0.9 , -9.9 , (6.2+/-1.3) e-10 , 2.152 , 0.165 , 51 , 55 , 2.57e-12 , 19.95 , 16.63 , 0.381 , 1.241 , NO , YES
632 , 2FGLJ1231.7+2848 , B2 1229+29 , 187.9325 , 28.7975 , 190.82 , 85.34 , 0.012 , 0.038 , BL Lac , 0.236451 , HSP , 0.999 , 0.99 , 0.99 , 0.98 , 2.694 , 4.02 , (35.4+/-2.3) e-10 , 1.869 , 0.046 , 862 , 141 , 2.97e-12 , 17.01 , 16.8 , 0.458 , 1.194 , YES , YES
633 , 2FGLJ1233.7-0145 , BZB J1233-0144 , 188.4225 , -1.74058 , 293.8 , 60.81 , 0.026 , 0.106 , BL Lac , 0 , - , 0.995 , 0.95 , 0 , 0 , 1.01 , -9.9 , (10.5+/-1.6) e-10 , 2.234 , 0.108 , 107 , 28 , - , 18.11 , 17.86 , 0.482 , - , YES , YES
634 , 2FGLJ1234.0-5733 , PMN J1234-5736 , 188.52917 , -57.598 , 300.6 , 5.19 , 0.045 , 0.09 , AGU , -999 , - , 0.993 , 0 , 0 , 0.93 , 3.516 , -9.9 , (16.1+/-2.4) e-10 , 2.167 , 0.1 , 74 , 49 , - , 19.41 , - , - , - , NO , YES
635 , 2FGLJ1238.1-1953 , PMN J1238-1959 , 189.60125 , -19.98708 , 298.75 , 42.77 , 0.118 , 0.131 , AGU , -999 , ISP , 0.939 , 0.95 , 0.82 , 0 , 0.988 , 1.799 , (4.9+/-1.2) e-10 , 2.294 , 0.176 , 33 , 95 , 9.4e-13 , 17.3 , 17.27 , 0.483 , 1.407 , YES , YES
636 , 2FGLJ1239.5+0728 , PKS 1236+077 , 189.85208 , 7.50489 , 294.11 , 70.16 , 0.041 , 0.113 , AGU , 0.4 , LSP , 0.997 , 0.99 , 0.9 , 1 , 2.629 , 2.212 , (4.1+/-1.2) e-10 , 1.894 , 0.19 , 29 , 567 , 7.75e-13 , 18.55 , 17.23 , 0.59 , 1.412 , YES , YES
637 , 2FGLJ1239.5+0443 , MG1 J123931+0443 , 189.88625 , 4.71811 , 295.19 , 67.4 , 0.013 , 0.041 , FSRQ , 1.76095 , LSP , 0.999 , 1 , 0.95 , 1 , 3.186 , 2.749 , (44.7+/-2.7) e-10 , 2.319 , 0.036 , 1370 , 354 , 4.22e-13 , 18.14 , 20.2 , 0.835 , 0.915 , YES , YES
638 , 2FGLJ1241.6-1457 , RX J1241.8-1455 , 190.45583 , -14.93308 , 299.46 , 47.87 , 0.055 , 0.142 , BL Lac , 0 , HSP , 0.996 , 0.92 , 0.99 , 0 , 0.515 , 3.893 , (4.7+/-1.2) e-10 , 1.979 , 0.188 , 31 , 17 , 1.81e-11 , 16.58 , 16.28 , 0.305 , 1.05 , YES , YES
639 , 2FGLJ1243.1+3627 , Ton 116 , 190.8025 , 36.46247 , 133.01 , 80.5 , 0.022 , 0.044 , BL Lac , 0 , HSP , 0.998 , 0.99 , 1 , 0.96 , 2.494 , 4.807 , (18.8+/-1.8) e-10 , 1.698 , 0.072 , 389 , 148 , 1.62e-11 , 16.25 , 15.64 , 0.324 , 1.161 , YES , YES
640 , 2FGLJ1245.1+5708 , 1RXS J124510.5+571020 , 191.29125 , 57.16517 , 124.62 , 59.94 , 0.032 , 0.09 , BL Lac , 0 , ISP , 0.996 , 0.97 , 0.89 , 0.97 , 1.64 , 2.161 , (4.8+/-1) e-10 , 2.109 , 0.168 , 53 , 83 , 5.3e-13 , 17.33 , 16.89 , 0.437 , 1.526 , YES , YES
641 , 2FGLJ1246.7-2546 , PKS 1244-255 , 191.69542 , -25.79672 , 301.61 , 37.06 , 0.019 , 0.03 , FSRQ , 0.633 , LSP , 1 , 1 , 0.99 , 1 , 4.171 , 4.169 , (87.4+/-3.7) e-10 , 2.102 , 0.04 , 3233 , 1165 , 3.63e-12 , 17.33 , - , 0.724 , 1.086 , YES , YES
642 , 2FGLJ1248.2+5820 , PG 1246+586 , 192.07792 , 58.34131 , 123.72 , 58.78 , 0.012 , 0.032 , BL Lac , 0 , ISP , 1 , 0.99 , 1 , 1 , 3.094 , 4.588 , (41.2+/-2.3) e-10 , 1.949 , 0.038 , 1327 , 245 , 6.45e-12 , 15.72 , 14.93 , 0.383 , 1.426 , YES , YES
643 , 2FGLJ1249.9+3705 , RX J1249.8+3708 , 192.44417 , 37.13081 , 124.83 , 79.99 , 0.049 , 0.086 , BL Lac , 0 , HSP , 0.986 , 0.91 , 0.85 , 0 , 0.472 , 1.92 , (6.8+/-1.3) e-10 , 1.584 , 0.13 , 93 , 6 , 3.96e-13 , 18.93 , 18.55 , 0.355 , 1.227 , YES , YES
644 , 2FGLJ1251.2+1045 , 1RXS 125117.4+103914 , 192.82417 , 10.65144 , 302.8 , 73.52 , 0.106 , 0.135 , BL Lac , 0.2454 , HSP , 0 , 0.83 , 0.89 , 0 , -0.132 , 2.173 , (4.3+/-1.2) e-10 , 1.929 , 0.205 , 28 , 5 , 1.41e-12 , 17.57 , 17.59 , 0.202 , 1.263 , YES , YES
645 , 2FGLJ1253.1+5302 , S4 1250+53 , 193.29958 , 53.01997 , 122.32 , 64.1 , 0.03 , 0.037 , BL Lac , 0 , LSP , 0.994 , 1 , 0.94 , 1 , 3.18 , 2.595 , (37.3+/-2.3) e-10 , 1.974 , 0.04 , 1105 , 488 , 4.75e-13 , 16.72 , 16.67 , 0.528 , 1.581 , YES , YES
646 , 2FGLJ1254.1+6237 , BZB J1253+6242 , 193.4975 , 62.71583 , 122.42 , 54.41 , 0.098 , 0.101 , BL Lac , 0 , HSP , 0.936 , 0.89 , 0 , 0 , 0.233 , 1.666 , (32.6+/-8.4) e-11 , 2.024 , 0.209 , 35 , 12 , 5.66e-13 , 19.32 , 18.13 , 0.358 , 1.277 , YES , YES
647 , 2FGLJ1254.4+2209 , TXS 1252+224 , 193.63833 , 22.18414 , 311.24 , 85 , 0.038 , 0.083 , BL Lac , 0 , - , 0.998 , 0.98 , 0 , 0.89 , 1.762 , -9.9 , (6.9+/-1.3) e-10 , 1.993 , 0.135 , 71 , 101 , - , 18.08 , 16.73 , 0.365 , - , YES , YES
648 , 2FGLJ1256.1-0547 , 3C 279 , 194.04625 , -5.78894 , 305.1 , 57.06 , 0.006 , 0.017 , FSRQ , 0.536 , LSP , 1 , 1 , 1 , 1 , 6.413 , 6.241 , (256+/-5.7) e-10 , 2.221 , 0.019 , 21888 , 9711 , 4.05e-11 , 16.54 , - , 0.834 , 0.772 , YES , YES
649 , 2FGLJ1256.5-1145 , PMN J1256-1146 , 194.06625 , -11.77689 , 304.81 , 51.07 , 0.075 , 0.079 , AGN , 0.058 , - , 0.954 , 0.95 , 0.94 , 0.9 , 1.09 , 2.594 , (9.4+/-1.5) e-10 , 2.035 , 0.128 , 84 , 54 , 1.71e-12 , 11.4 , - , -0.037 , 2.196 , YES , YES
650 , 2FGLJ1257.0+3650 , 1RXS 125716.0+364713 , 194.31875 , 36.78747 , 116 , 80.26 , 0.075 , 0.096 , BL Lac , 0.531 , ISP , 0.978 , 0.96 , 0.87 , 0 , 1.24 , 2.053 , (8.1+/-1.3) e-10 , 2.011 , 0.113 , 97 , 72 , 7.07e-13 , 17.65 , 17.25 , 0.4 , 1.407 , YES , YES
651 , 2FGLJ1258.2+3231 , ON 393 , 194.48833 , 32.49156 , 108.56 , 84.45 , 0.07 , 0.177 , FSRQ , 0.805673 , LSP , 0.989 , 0.99 , 0 , 0.98 , 2.334 , 1.56 , (4.5+/-1) e-10 , 2.554 , 0.148 , 46 , 652 , 4.98e-13 , 18.21 , 18.39 , 0.731 , 1.202 , YES , YES
652 , 2FGLJ1258.4-1801 , PKS B1256-177 , 194.65917 , -18.00094 , 305.34 , 44.83 , 0.058 , 0.095 , FSRQ , 1.956 , - , 0.997 , 0.99 , 0 , 1 , 2.307 , -9.9 , (8.5+/-1.5) e-10 , 2.545 , 0.106 , 105 , 359 , - , 20.29 , - , 0.839 , - , YES , YES
653 , 2FGLJ1258.8-2223 , PKS 1256-220 , 194.72667 , -22.32536 , 305.2 , 40.51 , 0.059 , 0.077 , FSRQ , 1.303 , - , 0.995 , 0.99 , 0 , 1 , 2.955 , -9.9 , (20.2+/-2.2) e-10 , 2.296 , 0.068 , 229 , 792 , - , 18.96 , - , 0.785 , - , YES , YES
654 , 2FGLJ1301.6+3331 , 5C 12.170 , 195.37125 , 33.61689 , 105.08 , 83.16 , 0.103 , 0.132 , AGU , 1.00913 , - , 0 , 0.96 , 0 , 0.81 , 1.129 , -9.9 , (5.7+/-1.2) e-10 , 2.177 , 0.169 , 53 , 100 , - , 20.36 , 19.31 , 0.558 , - , YES , YES
655 , 2FGLJ1303.1+2435 , MG2 J130304+2434 , 195.76333 , 24.56533 , 349.11 , 86.33 , 0.034 , 0.048 , BL Lac , 0.993 , - , 0.998 , 0.99 , 0 , 0.99 , 2.17 , -9.9 , (30.1+/-2.3) e-10 , 1.92 , 0.084 , 709 , 122 , - , 19.44 , 18.91 , 0.566 , - , YES , YES
